name,status,feat_type,reo,x,y
Ruakituri Scenic Reserve,Official Validated,scenic reserve,1,177.321667,-38.681944
Ruakituri Stream,Official Assigned,Stream,1,177.157244,-39.108032
Ruakiwi,Unofficial Recorded,Locality,1,174.918389,-37.702722
Ruakiwi Pa,Unofficial Recorded,Site,1,175.370361,-37.5065
Ruakiwi Stream,Unofficial Recorded,Stream,1,175.733167,-41.114667
Ruakohua Stream,Unofficial Recorded,Stream,1,174.734944,-37.209611
Ruakoiro Point,Unofficial Recorded,Point,1,174.858389,-37.994083
Ruakokoputuna,Unofficial Recorded,Locality,1,175.428583,-41.328111
Ruakokoputuna River,Official Assigned,Stream,1,175.371256,-41.381961
Ruakora Point,Unofficial Replaced,Point,1,174.356246,-35.372524
Ruakorora Stream,Unofficial Recorded,Stream,1,174.994694,-39.762056
Ruakotare,Unofficial Recorded,Hill,1,175.662056,-37.211417
Ruakoura Point,Official Assigned,Point,1,174.356246,-35.372524
Ruakuri Cave,Unofficial Recorded,Cave,1,175.077167,-38.266528
Ruakuri Caves Scenic Reserve,Official Validated,scenic reserve,1,175.075556,-38.262778
Ruakuturi Stream,Unofficial Replaced,Stream,1,177.157244,-39.108032
Ruakōpū Bay,Official Assigned,Bay,1,176.474479,-38.182251
Ruamaere,Unofficial Recorded,Hill,1,177.902306,-38.415528
Ruamahanga Cutoff Wildlife Reserve,Official Validated,Government purpose reserve,1,175.211944,-41.284167
Ruamahanga Diversion,Unofficial Recorded,Stream,1,175.213306,-41.306111
Ruamahanga Forks,Unofficial Recorded,Place,1,175.510806,-40.727361
Ruamahanga Gorge,Unofficial Recorded,Valley,1,175.536972,-40.750806
Ruamahanga River,Official Assigned,Stream,1,175.530373,-41.098705
Ruamahanga Stream,Official Assigned,Stream,1,175.535065,-40.093407
Ruamahuaiti Island,Unofficial Recorded,Island,1,176.062611,-36.975694
Ruamahuanui Island,Unofficial Recorded,Island,1,176.098694,-36.952167
Ruamahunga,Unofficial Recorded,Locality,1,175.511694,-37.012278
Ruamahunga River,Unofficial Replaced,Stream,1,175.530373,-41.098705
Ruamata Marae,Unofficial Recorded,Site,2,176.317722,-38.0955
Ruangarara,Unofficial Recorded,Hill,1,175.073972,-39.052861
Ruangarara Stream,Unofficial Replaced,Stream,1,176.072466,-37.735575
Ruanui,Unofficial Recorded,Locality,1,175.642778,-39.613639
Ruaomoko Point,Unofficial Recorded,Point,1,174.162167,-41.240444
Ruaomoko Point Scenic Reserve,Official Validated,scenic reserve,1,174.176944,-41.234167
Ruaotehuia Stream,Unofficial Recorded,Stream,1,175.195417,-37.224611
Ruaotuwhenua,Official Assigned,Hill,1,174.552759,-36.924293
Ruapae,Official Assigned,Trig Station,1,175.50177,-40.688603
Ruapae,Unofficial Recorded,Hill,1,175.502667,-40.688583
Ruapae Falls,Unofficial Recorded,Waterfall,1,175.528361,-40.677944
Ruapae Stream,Unofficial Recorded,Stream,1,175.524667,-40.712694
Ruapaha Stream,Unofficial Replaced,Stream,1,175.314082,-38.031257
Ruapahau Stream,Official Assigned,Stream,1,175.314082,-38.031257
Ruapai,Unofficial Replaced,Trig Station,1,175.50177,-40.688603
Ruapake Stream,Official Assigned,Stream,1,173.697105,-41.297087
Ruapane,Unofficial Recorded,Hill,1,175.115944,-37.976361
Ruapapa Stream,Unofficial Recorded,Stream,1,177.166389,-38.758167
Ruapapaka Island,Unofficial Recorded,Island,1,173.583417,-35.351417
Ruapara Bay,Unofficial Recorded,Bay,1,174.371194,-41.125972
Ruapehu District,Official Official By Other Legislation,Local Government,1,175.266148,-39.161145
Ruapeka Stream,Unofficial Recorded,Stream,1,175.558889,-37.986389
Ruapekapeka,Unofficial Recorded,Locality,1,174.142583,-35.453583
Ruapekapeka Forest,Official Validated,conservation park,1,174.166389,-35.436944
Ruapekapeka Historic Reserve,Official Validated,historic reserve,1,174.141944,-35.453333
Ruapekapeka Stream,Unofficial Recorded,Stream,1,175.644778,-37.19475
Ruapekepeka Stream,Unofficial Recorded,Stream,1,173.229333,-35.170111
Ruapirau Stream,Unofficial Recorded,Stream,1,175.188444,-39.628639
Ruapuke,Official Assigned,Locality,1,174.793172,-37.917145
Ruapuke Basin,Unofficial Recorded,Basin,1,168.5,-46.9
Ruapuke Beach,Unofficial Recorded,Beach,1,174.769528,-37.9045
Ruapuke Island,Unofficial Recorded,Island,1,168.512222,-46.7665
Ruapuke Island,Unofficial Replaced,Island,1,175.00523,-36.708682
Ruapuke Scenic Reserve,Official Validated,scenic reserve,1,174.781389,-37.896389
Ruapuke Stream,Unofficial Recorded,Stream,1,174.797278,-37.903389
Ruapuna,Unofficial Recorded,Locality,1,171.337917,-43.864361
Ruapuna Recreation Reserve,Official Validated,recreation reserve,1,171.334444,-43.865
Ruarangi,Unofficial Recorded,Hill,1,174.2675,-35.863667
Ruarangi,Unofficial Recorded,Locality,1,174.293722,-35.941028
Ruarepuae,Unofficial Recorded,Hill,1,176.826528,-38.434639
Ruarepuae Stream,Unofficial Recorded,Stream,1,176.7635,-38.415861
Ruaroa,Official Assigned,Trig Station,1,174.053485,-35.849852
Ruaroa,Unofficial Recorded,Hill,1,174.053417,-35.849833
Ruaroa,Unofficial Recorded,Locality,1,173.343028,-35.134944
Ruaroa,Unofficial Recorded,Locality,1,176.03725,-40.174083
Ruaruahanga Stream,Unofficial Recorded,Stream,1,175.731972,-41.025
Ruaruwhetu Stream,Unofficial Recorded,Stream,1,177.932,-37.659861
Ruatahuna,Official Assigned,Hill,1,175.949554,-39.108631
Ruatahuna,Unofficial Recorded,Hill,1,176.95525,-38.665194
Ruatahuna,Unofficial Recorded,Locality,1,176.950722,-38.613306
Ruatahuna Stream,Unofficial Recorded,Stream,1,176.951667,-38.645139
Ruatahuna Stream,Unofficial Recorded,Stream,1,177.868389,-39.147694
Ruatahunga Stream,Unofficial Recorded,Stream,1,177.902222,-37.998028
Ruataikawa Pa,Unofficial Recorded,Site,1,175.4795,-38.124028
Ruataiko,Unofficial Recorded,Hill,1,177.128944,-38.314861
Ruataki Pa,Unofficial Recorded,Site,1,174.467889,-38.931306
Ruataku,Unofficial Recorded,Channel,1,167.333361,-44.831694
Ruatangata Railway Station,Official Assigned,Railway Station,1,174.299252,-35.675766
Ruatangata Railway Station,Official Assigned,Railway Station,1,175.203554,-40.001055
Ruatangata Springs Railway Station,Unofficial Replaced,Railway Station,1,174.299252,-35.675766
Ruatangata West,Unofficial Recorded,Locality,1,174.173306,-35.661
Ruataniwha,Unofficial Recorded,Locality,1,176.498444,-39.929333
Ruataniwha Conservation Park,Official Validated,conservation park,1,170.048577,-44.077996
Ruataniwha Dam,Unofficial Recorded,Facility,1,170.081944,-44.286667
Ruataniwha Inlet,Official Approved,Bay,1,172.663444,-40.655472
Ruataniwha Stream,Unofficial Recorded,Stream,1,173.664889,-41.118139
Ruataniwha Stream,Unofficial Recorded,Stream,1,175.136417,-38.985
Ruataniwha Stream,Unofficial Recorded,Stream,1,176.663111,-37.881694
Ruataniwha Stream,Unofficial Recorded,Stream,1,176.975056,-38.582694
Ruatapu,Unofficial Recorded,Locality,1,170.88425,-42.804389
Ruatapunui,Unofficial Recorded,Point,1,177.130083,-38.761444
Ruatara Island,Official Assigned,Island,1,179.023364,-47.75554
Ruatawiri Stream,Unofficial Recorded,Stream,1,176.335417,-38.540028
Ruatea (Paimai) Stream,Unofficial Recorded,Stream,2,176.215472,-39.076417
Ruatiki Stream,Unofficial Recorded,Stream,1,175.829694,-40.861111
Ruatiti,Unofficial Recorded,Locality,1,175.193139,-39.280861
Ruatiti Scenic Reserve,Official Validated,scenic reserve,1,175.195833,-39.306111
Ruatiti Stream,Unofficial Recorded,Stream,1,175.232222,-39.189278
Ruatiti Stream,Unofficial Recorded,Stream,1,177.040722,-38.249889
Ruato,Unofficial Recorded,Locality,1,176.427389,-38.059167
Ruato Stream,Unofficial Recorded,Stream,1,173.639917,-35.386944
Ruato Stream,Unofficial Recorded,Stream,1,175.218111,-37.202083
Ruato Stream,Unofficial Recorded,Stream,1,176.288083,-37.948639
Ruatoki North,Unofficial Recorded,Locality,1,177.007167,-38.135917
Ruatoria,Unofficial Recorded,Locality,1,178.310472,-37.890306
Ruatoria Knoll,Unofficial Replaced,Knoll,1,179.583333,-38.35
Ruatoria Re-entrant,Unofficial Recorded,Valley,1,178.916667,-37.833333
Ruatoria Scarp,Unofficial Recorded,Scarp,1,179.526667,-37.728667
Ruatupapaku,Unofficial Recorded,Hill,1,177.0575,-38.247583
Ruaturo Stream,Unofficial Recorded,Stream,1,173.926694,-35.469722
Ruatōria Knoll,Official Altered,Knoll,1,179.583333,-38.35
Ruawahia Dome,Official Assigned,Hill,1,176.506037,-38.226766
Ruawahia Peak,Unofficial Replaced,Hill,1,176.506037,-38.226766
Ruawai,Unofficial Recorded,Locality,1,174.025389,-36.137333
Ruaware Stream,Unofficial Recorded,Stream,1,176.847139,-38.329917
Ruawaro,Unofficial Recorded,Locality,1,175.041833,-37.528833
Ruawhata,Unofficial Recorded,Locality,1,175.840056,-40.381111
Rubble Creek,Official Assigned,Stream,0,172.270258,-41.089766
Rubicon River,Unofficial Recorded,Stream,0,171.846167,-43.308472
Rubicon Rivulet,Unofficial Recorded,Stream,0,168.887972,-44.037194
Rubicon Stream,Official Assigned,Stream,0,172.68418,-42.308453
Rubicon Torrent,Unofficial Recorded,Stream,0,169.937194,-43.750528
Rubieslaw Creek,Unofficial Recorded,Stream,0,171.403472,-42.728833
Ruby Bay,Unofficial Recorded,Locality,0,173.089611,-41.236389
Ruby Bay,Unofficial Replaced,Bay,0,173.089667,-41.228944
Ruby Beach,Official Assigned,Beach,0,167.891263,-44.423362
Ruby Beach,Unofficial Recorded,Beach,0,167.594,-45.5055
Ruby Creek,Official Approved,Stream,0,172.594252,-41.070967
Ruby Creek,Official Assigned,Stream,0,167.900762,-44.433899
Ruby Creek,Unofficial Recorded,Stream,0,169.368889,-45.585944
Ruby Creek,Unofficial Recorded,Stream,0,171.380528,-42.398861
Ruby Island,Unofficial Recorded,Island,0,169.104694,-44.680472
Ruby Island Recreation Reserve,Official Validated,recreation reserve,0,169.103056,-44.680833
Ruby Lake,Official Approved,Lake,0,172.584528,-41.076639
Ruby Shoal,Unofficial Recorded,Shoal,0,173.690833,-42.408333
Rudolf Glacier,Unofficial Recorded,Glacier,0,170.238861,-43.539889
Ruera Creek,Unofficial Recorded,Stream,1,169.658694,-43.579472
Ruera River,Unofficial Recorded,Stream,1,169.975944,-43.628556
Ruff Creek,Unofficial Recorded,Stream,0,171.864694,-41.929694
Ruffe Creek,Unofficial Recorded,Stream,0,172.221111,-41.971222
Ruffin Peninsula,Unofficial Recorded,Peninsula,0,175.466139,-36.754944
Rugged Burn,Official Assigned,Stream,0,167.522214,-45.018352
Rugged Burn,Unofficial Replaced,Stream,0,167.548015,-45.010803
Rugged Islands,Unofficial Recorded,Island,0,167.717972,-46.705111
Rugged Mount,Unofficial Recorded,Hill,0,166.956917,-45.982083
Rugged Mountain,Unofficial Recorded,Hill,0,167.632861,-44.716944
Rugged Peak,Unofficial Recorded,Hill,0,167.539194,-44.866194
Rugged Peaks,Official Assigned,Hill,0,171.753414,-42.883217
Rugged Ridges Creek,Unofficial Recorded,Stream,0,170.25775,-44.660861
Ruggedy Flat,Official Assigned,Flat,0,167.808903,-46.813897
Ruggedy Mountains,Unofficial Recorded,Range,0,167.734139,-46.780583
Ruggedy Passage,Official Assigned,Channel,0,167.717863,-46.705095
Ruggedy River,Unofficial Replaced,Stream,0,167.752593,-46.724178
Ruggedy Stream,Official Assigned,Stream,0,167.752593,-46.724178
Ruhi Stream,Unofficial Recorded,Stream,1,174.574889,-38.931833
Ruhtra Stream,Unofficial Recorded,Stream,0,168.649361,-46.028417
Rukawahakura Island,Official Assigned,Island,1,168.199703,-47.104801
Rukuhia,Unofficial Recorded,Locality,1,175.309278,-37.852389
Rukuhia Central Recreation Reserve,Official Validated,recreation reserve,1,175.306944,-37.851111
Rukuhia Swamp,Unofficial Recorded,Wetland,1,175.262333,-37.862222
Rukumoana Marae,Unofficial Recorded,Site,2,175.550694,-37.698528
Rukutane,Unofficial Recorded,Place,1,174.818889,-41.10575
Rukuwai,Unofficial Recorded,Locality,1,174.470556,-35.751333
Rukuwai Stream,Unofficial Recorded,Stream,1,174.442722,-35.744444
Rukuwai Stream,Unofficial Recorded,Stream,1,177.974111,-37.695917
Rule Creek,Unofficial Recorded,Stream,0,169.498778,-44.977472
Rum Gully,Official Assigned,Valley,0,167.53564,-45.001808
Rum River,Unofficial Recorded,Stream,0,167.100083,-45.236361
Rumble I Seamount,Unofficial Recorded,Knoll,0,178.875,-35.5
Rumble II East Volcano,Unofficial Recorded,Seamount,0,178.646,-35.425833
Rumble II West Volcano,Unofficial Recorded,Seamount,0,178.525167,-35.353833
Rumble III Seamount,Official Adopted,Seamount,0,178.496667,-35.741167
Rumble IV Volcano,Unofficial Recorded,Seamount,0,178.0155,-36.077333
Rumble Rift,Unofficial Recorded,Basin,0,178.133333,-35.4
Rumble V Volcano,Unofficial Recorded,Seamount,0,178.196333,-36.14
Rumbling Burn,Unofficial Recorded,Stream,0,169.002694,-44.545472
Rumbling Torrent,Unofficial Recorded,Stream,0,168.642694,-44.071639
Rumdoodle,Official Assigned,Hill,0,170.301319,-43.554497
Rumpus Gully,Official Assigned,Valley,0,174.534973,-36.903895
Runanga,Unofficial Recorded,Locality,1,171.255444,-42.404639
Runanga Lake,Unofficial Recorded,Lake,1,176.7045,-39.578722
Runanga Pa,Unofficial Recorded,Site,1,176.7075,-39.565389
Runanga Recreation Reserve,Official Validated,recreation reserve,1,171.2625,-42.397778
Runaruna,Unofficial Recorded,Locality,1,173.341944,-35.312167
Runaruna Scenic Reserve,Official Validated,scenic reserve,1,173.370278,-35.3025
Runaway Seavalley,Unofficial Recorded,Valley,0,177.833333,-37.333333
Runciman,Unofficial Recorded,Locality,0,174.948111,-37.111972
Rungapapa Knoll,Unofficial Recorded,Knoll,1,176.98,-37.558333
Running Stream,Unofficial Recorded,Stream,0,173.703639,-41.155556
Rununder Point,Unofficial Recorded,Point,0,174.236778,-41.319611
Ruotewhenua,Unofficial Replaced,Hill,1,174.552759,-36.924293
Rurikaka Creek,Unofficial Recorded,Stream,1,167.731528,-46.333861
Rurima Island,Official Assigned,Island,1,176.872152,-37.83091
Rurima Ridge,Unofficial Recorded,Ridge,1,177,-37.666667
Ruru,Unofficial Recorded,Hill,1,174.797917,-38.847639
Ruru,Unofficial Recorded,Hill,1,175.561778,-37.790389
Ruru,Unofficial Recorded,Locality,1,171.504611,-42.577972
Ruru Stream,Unofficial Recorded,Stream,1,176.242861,-37.956361
Ruruanga Stream,Unofficial Recorded,Stream,1,176.66425,-38.076222
Rurukoko Stream,Unofficial Recorded,Stream,1,176.905472,-38.602361
Ruruku,Official Assigned,Cave,1,173.866634,-40.880255
Rurunga Stream,Unofficial Recorded,Stream,1,173.604917,-35.429111
Rurupori Stream,Unofficial Recorded,Stream,1,177.597,-38.029889
Rurutahi Stream,Unofficial Recorded,Stream,1,175.396611,-39.707917
Ruruwhango Bay,Unofficial Recorded,Bay,1,175.160833,-36.736083
Rush Pool,Unofficial Recorded,Lake,0,173.3865,-41.311583
Rushy Stream,Unofficial Recorded,Stream,0,173.640944,-41.222889
Russe Creek,Unofficial Recorded,Stream,0,171.192083,-42.601
Russek Creek,Official Assigned,Stream,0,175.637435,-37.082219
Russel Creek,Unofficial Recorded,Stream,0,169.533083,-45.001389
Russell,Unofficial Recorded,Locality,0,174.122139,-35.2605
Russell Creek,Unofficial Recorded,Stream,0,171.904028,-42.093778
Russell Forest,Official Validated,conservation park,0,174.25,-35.394444
Russell Peak,Official Assigned,Hill,0,171.835276,-43.351112
Russell Range,Official Assigned,Range,0,171.82987,-43.351468
Russell Stream,Official Assigned,Stream,0,174.571054,-36.894703
Russells Flat,Unofficial Recorded,Locality,0,171.931222,-43.379361
Russet Burn,Official Assigned,Stream,0,167.179471,-45.842419
Russley,Unofficial Recorded,Suburb,0,172.539194,-43.518611
Ruth Creek,Unofficial Recorded,Stream,0,174.065528,-41.706778
Ruth Flat,Unofficial Recorded,Flat,0,168.851861,-44.361333
Ruth Glacier,Unofficial Recorded,Glacier,0,170.528278,-43.439056
Ruth Ridge,Official Assigned,Ridge,0,168.850116,-44.342542
Ruth Stream,Official Assigned,Stream,0,168.839251,-44.361919
Ruthe Passage,Official Assigned,Channel,0,175.200543,-36.826861
Rutherford Pass,Unofficial Recorded,Pass,0,170.339278,-43.624222
Rutherford Stream,Official Assigned,Stream,0,173.295213,-42.617145
Rutherford Stream,Unofficial Recorded,Stream,0,170.441056,-43.559028
Rutherglen,Unofficial Recorded,Locality,0,171.165722,-42.532194
Ryal Bush,Unofficial Recorded,Locality,0,168.32675,-46.27475
Ryan Creek,Official Assigned,Stream,0,172.190893,-40.948903
Ryan Creek,Unofficial Recorded,Stream,0,171.424917,-42.441944
Ryan Creek,Unofficial Recorded,Stream,0,171.900806,-41.996417
Ryan Gulch,Unofficial Recorded,Valley,0,170.78875,-42.956333
Ryan Peak,Unofficial Recorded,Hill,0,169.918972,-43.570917
Ryan Stream,Unofficial Recorded,Stream,0,175.53275,-37.028639
Ryans Beach,Unofficial Recorded,Beach,0,170.742361,-45.811833
Ryans Creek,Unofficial Recorded,Stream,0,168.087028,-46.909806
Ryans Creek,Unofficial Recorded,Stream,0,168.15725,-44.232917
Ryde Falls,Official Assigned,Waterfall,0,172.064734,-43.24238
Ryde Stream,Official Assigned,Stream,0,170.942726,-44.846356
Ryders Creek,Unofficial Recorded,Stream,0,173.454944,-35.006861
Ryton River,Unofficial Recorded,Stream,0,171.56075,-43.252861
Rāhuiroa Bay,Official Altered,Bay,1,176.391357,-38.18419
Rākauroa / Torrent Bay,Official Altered,Bay,1,173.053056,-40.947194
Rāngaiika,Official Altered,Locality,1,177.079293,-39.663753
Rānui,Official Assigned,Suburb,1,174.850578,-41.144132
Rāpatu Bay,Official Altered,Bay,1,176.449607,-38.244743
S Bend Creek,Official Assigned,Stream,0,169.873896,-43.897305
S Creek,Unofficial Recorded,Stream,0,171.781611,-41.769139
S.S. Wairarapa Graves (Tapuwai Point) Historic Reserve,Official Validated,historic reserve,2,175.424722,-36.115556
Sabine River,Unofficial Recorded,Stream,0,172.69075,-41.966528
Sabot Creek,Unofficial Recorded,Stream,0,170.878889,-43.011639
Sabre Peak,Official Assigned,Hill,0,168.052397,-44.747254
Saddle,Unofficial Recorded,Hill,0,176.106528,-40.440167
Saddle Back Peak,Unofficial Recorded,Hill,0,167.174889,-45.18325
Saddle Brook,Unofficial Replaced,Stream,0,172.531068,-42.743133
Saddle Camp,Unofficial Recorded,Hill,0,173.889639,-42.105694
Saddle Cone,Unofficial Recorded,Hill,0,175.594889,-39.229278
Saddle Creek,Official Approved,Stream,0,172.400983,-40.921332
Saddle Creek,Official Approved,Stream,0,172.71787,-41.166418
Saddle Creek,Official Assigned,Stream,0,169.366012,-46.517791
Saddle Creek,Official Assigned,Stream,0,175.099028,-40.931379
Saddle Creek,Unofficial Recorded,Stream,0,167.659861,-46.203528
Saddle Creek,Unofficial Recorded,Stream,0,167.783889,-47.127056
Saddle Creek,Unofficial Recorded,Stream,0,168.275861,-44.255639
Saddle Creek,Unofficial Recorded,Stream,0,168.41875,-44.19825
Saddle Creek,Unofficial Recorded,Stream,0,168.605,-43.986833
Saddle Creek,Unofficial Recorded,Stream,0,168.668667,-44.263056
Saddle Creek,Unofficial Recorded,Stream,0,168.704417,-44.686333
Saddle Creek,Unofficial Recorded,Stream,0,169.644611,-43.870639
Saddle Creek,Unofficial Recorded,Stream,0,170.398944,-43.404444
Saddle Creek,Unofficial Recorded,Stream,0,170.497972,-45.100306
Saddle Creek,Unofficial Recorded,Stream,0,171.06225,-43.057139
Saddle Creek,Unofficial Recorded,Stream,0,171.16725,-43.031917
Saddle Creek,Unofficial Recorded,Stream,0,171.332,-43.555444
Saddle Creek,Unofficial Recorded,Stream,0,173.2205,-41.423583
Saddle Creek,Unofficial Recorded,Stream,0,175.270556,-40.852194
Saddle Creek East,Unofficial Recorded,Stream,0,168.57175,-44.12625
Saddle Creek West,Unofficial Recorded,Stream,0,168.561306,-44.128972
Saddle Hill,Unofficial Recorded,Hill,0,166.729667,-45.88475
Saddle Hill,Unofficial Recorded,Hill,0,167.423278,-44.99925
Saddle Hill,Unofficial Recorded,Hill,0,168.084389,-45.763889
Saddle Hill,Unofficial Recorded,Hill,0,170.355444,-45.910528
Saddle Hill,Unofficial Recorded,Hill,0,172.860639,-43.801028
Saddle Hill,Unofficial Recorded,Hill,0,173.432194,-41.275472
Saddle Hill,Unofficial Recorded,Hill,0,173.822917,-40.977167
Saddle Hill,Unofficial Recorded,Hill,0,173.908667,-41.861833
Saddle Hill,Unofficial Recorded,Locality,0,170.369917,-45.904917
Saddle Hollow,Unofficial Recorded,Valley,0,170.808,-42.978278
Saddle Hut Stream,Unofficial Recorded,Stream,0,171.141583,-43.827139
Saddle Lake,Unofficial Recorded,Lake,0,170.018028,-43.546139
Saddle Lakes,Unofficial Recorded,Lake,0,172.293306,-41.390972
Saddle Point,Unofficial Recorded,Point,0,167.975917,-46.721694
Saddle Rocks,Unofficial Recorded,Island,0,173.971972,-40.681167
Saddle Spur,Official Assigned,Ridge,0,172.592896,-42.356828
Saddle Spur,Unofficial Recorded,Pass,0,172.593861,-42.356417
Saddle Stream,Unofficial Recorded,Stream,0,168.298778,-44.393222
Saddle Stream,Unofficial Recorded,Stream,0,169.854111,-46.216944
Saddle Stream,Unofficial Recorded,Stream,0,171.883361,-41.74675
Saddle Stream,Unofficial Recorded,Stream,0,172.589722,-42.359917
Sadds Stream,Unofficial Recorded,Stream,0,172.686028,-42.407333
Sadler Point,Official Assigned,Point,0,174.735839,-36.504265
Safe Cove,Unofficial Recorded,Bay,0,167.319389,-45.518611
Safe Cove,Unofficial Recorded,Bay,0,167.865194,-45.020028
Safe Creek,Unofficial Recorded,Stream,0,169.535722,-44.023278
Safety Camp Creek,Unofficial Recorded,Stream,0,171.803889,-42.470528
Sage Recreation Reserve,Official Validated,recreation reserve,0,172.649722,-43.6325
Saies,Unofficial Recorded,Locality,0,173.707361,-35.041778
Sail Point,Unofficial Recorded,Point,0,174.061333,-36.195639
Sail Rock,Official Assigned,Rock,0,-176.394154,-44.287347
Sail Rock,Official Assigned,Rock,0,183.605846,-44.287347
Sail Rock,Unofficial Recorded,Island,0,174.697056,-36.002167
Sail Rock,Unofficial Recorded,Island,0,175.755333,-36.584361
Sail Rocks,Unofficial Recorded,Island,0,173.090972,-43.68375
Sailor Creek,Unofficial Recorded,Stream,0,172.21075,-41.999028
Sailor Gully,Official Approved,Valley,0,172.637676,-40.787598
Sailor Gully,Unofficial Recorded,Valley,0,172.707389,-41.451389
Sailor Jacks Creek,Unofficial Recorded,Stream,0,169.535861,-44.994972
Sailor Stream,Official Assigned,Stream,0,171.973019,-43.063641
Sailor Stream,Unofficial Recorded,Stream,0,175.692389,-37.256194
Sailors Creek,Unofficial Recorded,Stream,0,169.748444,-44.891389
Sailors Creek,Unofficial Recorded,Stream,0,170.950556,-42.905861
Sailors Cutting,Unofficial Recorded,Place,0,170.079889,-44.543472
Sailors Grave Historic Reserve,Official Validated,historic reserve,0,175.841944,-36.961944
Sailors Gully,Official Assigned,Valley,0,170.296664,-45.730592
Sailors Rest,Official Assigned,Bay,0,168.145507,-46.970904
Sainsburys Creek,Unofficial Recorded,Stream,0,168.690778,-44.813444
Sainsburys Terrace,Official Assigned,Flat,0,168.678848,-44.878729
Saint Albans,Unofficial Recorded,Suburb,0,172.633694,-43.511889
Saint Andrew Stream,Unofficial Recorded,Stream,0,171.999278,-41.612028
Saint Andrews,Unofficial Recorded,Locality,0,171.190472,-44.530333
Saint Andrews Redoubt,Unofficial Recorded,Site,0,173.957111,-39.107111
Saint Anne Point,Unofficial Recorded,Point,0,167.78125,-44.572861
Saint Bathans,Unofficial Recorded,Locality,0,169.812333,-44.871167
Saint Bathans Range,Unofficial Recorded,Range,0,169.75725,-44.722528
Saint Bernard,Unofficial Recorded,Hill,0,173.429278,-42.134694
Saint Bernard Spur,Unofficial Recorded,Ridge,0,173.403556,-42.173278
Saint Clair,Unofficial Recorded,Suburb,0,170.484111,-45.912
Saint Clair Beach,Unofficial Recorded,Beach,0,170.490972,-45.912139
Saint Cuthbert Range,Unofficial Recorded,Range,0,169.997722,-44.541417
Saint David Stream,Unofficial Recorded,Stream,0,171.991722,-41.627556
Saint George Stream,Unofficial Recorded,Stream,0,172.011194,-41.638333
Saint Georges Creek,Unofficial Recorded,Stream,0,170.559806,-43.134611
Saint Helena Creek,Unofficial Recorded,Stream,0,171.932,-42.003583
Saint Heliers,Unofficial Recorded,Suburb,0,174.861361,-36.8545
Saint Heliers Bay,Unofficial Recorded,Bay,0,174.853972,-36.847306
Saint James Glacier,Unofficial Recorded,Glacier,0,170.891444,-43.276667
Saint Johns,Unofficial Recorded,Suburb,0,174.842583,-36.877361
Saint Johns Hill,Unofficial Recorded,Suburb,0,175.026361,-39.922806
Saint Kilda,Unofficial Recorded,Suburb,0,170.498778,-45.904083
Saint Kilda Beach,Unofficial Recorded,Beach,0,170.514333,-45.908583
Saint Leonards,Unofficial Recorded,Hill,0,172.933778,-42.775361
Saint Leonards,Unofficial Recorded,Suburb,0,170.580139,-45.850222
Saint Leonards,Unofficial Recorded,Suburb,0,176.835944,-39.632833
Saint Leonards Beach,Unofficial Recorded,Beach,0,174.790167,-36.798556
Saint Martins,Unofficial Recorded,Suburb,0,172.650611,-43.556333
Saint Mary,Unofficial Recorded,Hill,0,172.578972,-42.429444
Saint Marys Bay,Unofficial Recorded,Bay,0,174.745056,-36.840778
Saint Marys Bay,Unofficial Recorded,Suburb,0,174.741611,-36.844806
Saint Marys Creek,Unofficial Recorded,Stream,0,168.498889,-45.243583
Saint Marys Falls,Official Assigned,Waterfall,0,167.822417,-44.944505
Saint Marys Range,Unofficial Recorded,Range,0,170.293278,-44.746917
Saint Marys Stream,Unofficial Recorded,Stream,0,172.554222,-42.454222
Saint Mildred Peak,Unofficial Recorded,Hill,0,170.240028,-43.470583
Saint Omer Bay,Unofficial Recorded,Bay,0,173.964333,-41.18325
Saint Patrick Stream,Unofficial Recorded,Stream,0,171.964611,-41.650972
Saint Paul Stream,Unofficial Recorded,Stream,0,175.164694,-37.064194
Saint Pauls Dome,Unofficial Recorded,Hill,0,167.353528,-45.427583
Saint Peters,Unofficial Recorded,Hill,0,173.737694,-35.036472
Saint Quintin Falls,Unofficial Recorded,Waterfall,0,167.797417,-44.827528
Saint Ronans Well,Unofficial Recorded,Waterfall,0,172.888222,-41.942389
Saints Creek,Official Assigned,Stream,0,167.803558,-44.95829
Sakaria Stream,Unofficial Recorded,Stream,0,174.607639,-36.817278
Sale Glacier,Unofficial Recorded,Glacier,0,170.951639,-43.217944
Salisbury,Official Assigned,Trig Station,0,176.513838,-39.673281
Salisbury,Unofficial Recorded,Locality,0,171.217833,-44.432889
Salisbury Creek,Official Approved,Stream,0,172.530306,-40.823
Salisbury Snowfield,Unofficial Recorded,Glacier,0,170.220667,-43.468611
Sallys Pinch,Unofficial Recorded,Pass,0,169.193972,-44.869139
Salmon Creek,Official Assigned,Stream,0,172.000546,-43.120671
Salmonds Creek,Unofficial Recorded,Stream,0,169.996056,-46.111778
Salt Lake,Unofficial Recorded,Lake,0,170.088111,-45.575889
Salt Lake,Unofficial Recorded,Lake,0,173.024889,-34.706111
Salts Hill,Unofficial Recorded,Hill,0,174.543389,-36.389083
Saltwater Beach,Unofficial Recorded,Beach,0,169.770667,-43.452361
Saltwater Bluff,Unofficial Recorded,Cliff,0,169.754528,-43.459111
